variable,x_value,alpha_target,alpha_fitted
S_diesel_lag,42.88532750826888,0.94,0.9432425153575282
S_diesel_lag,43.53104257971041,0.94,0.9443872861883789
S_diesel_lag,44.176757651151945,0.95,0.9455320570192295
S_diesel_lag,44.82247272259348,0.95,0.9466768278500801
S_diesel_lag,45.46818779403502,0.95,0.9478215986809307
S_diesel_lag,46.11390286547656,0.95,0.9489663695117814
S_diesel_lag,46.75961793691808,0.95,0.950111140342632
S_diesel_lag,47.40533300835962,0.95,0.9512559111734826
S_diesel_lag,48.05104807980116,0.95,0.9524006820043333
S_diesel_lag,48.69676315124269,0.95,0.9535454528351839
S_diesel_lag,49.34247822268423,0.95,0.9546902236660345
S_diesel_lag,49.98819329412576,0.96,0.9558349944968851
S_diesel_lag,50.633908365567294,0.96,0.9569797653277358
S_diesel_lag,51.27962343700883,0.96,0.9581245361585864
S_diesel_lag,51.925338508450366,0.96,0.959269306989437
prev_u_diesel,-387.7473910922218,0.85,0.8475004434771817
prev_u_diesel,-379.1815484196013,0.85,0.8486564941311896
prev_u_diesel,-370.6157057469808,0.85,0.8498125447851975
prev_u_diesel,-362.04986307436025,0.85,0.8509685954392056
prev_u_diesel,-353.48402040173977,0.85,0.8521246460932135
prev_u_diesel,-344.9181777291193,0.85,0.8532806967472214
prev_u_diesel,-336.3523350564988,0.85,0.8544367474012293
prev_u_diesel,-327.7864923838782,0.86,0.8555927980552372
prev_u_diesel,-319.2206497112577,0.86,0.8567488487092453
prev_u_diesel,-310.6548070386373,0.86,0.8579048993632532
prev_u_diesel,-302.08896436601674,0.86,0.8590609500172611
prev_u_diesel,-293.5231216933962,0.86,0.860217000671269
prev_u_diesel,-284.95727902077573,0.86,0.861373051325277
prev_u_diesel,-276.39143634815525,0.86,0.8625291019792849
prev_u_diesel,-267.8255936755347,0.86,0.8636851526332929
prev_u_diesel,-259.2597510029142,0.87,0.8648412032873009
prev_u_diesel,-250.6939083302937,0.87,0.8659972539413088
prev_u_diesel,-242.1280656576732,0.87,0.8671533045953167
prev_u_diesel,-233.5622229850527,0.87,0.8683093552493246
prev_u_diesel,-224.9963803124322,0.87,0.8694654059033327
prev_u_diesel,-216.4305376398117,0.87,0.8706214565573406
prev_u_diesel,-207.8646949671912,0.87,0.8717775072113485
prev_u_diesel,-199.29885229457068,0.87,0.8729335578653564
prev_u_diesel,-190.73300962195017,0.87,0.8740896085193643
prev_u_diesel,-182.16716694932967,0.88,0.8752456591733723
prev_u_diesel,-173.60132427670916,0.88,0.8764017098273803
prev_u_diesel,-165.03548160408866,0.88,0.8775577604813882
prev_u_diesel,-156.46963893146815,0.88,0.8787138111353962
prev_u_diesel,-147.90379625884765,0.88,0.8798698617894041
prev_u_diesel,-139.33795358622714,0.88,0.881025912443412
prev_u_diesel,-130.77211091360664,0.88,0.88218196309742
prev_u_diesel,-122.20626824098616,0.88,0.883338013751428
prev_u_diesel,-113.64042556836564,0.88,0.8844940644054359
prev_u_diesel,-105.0745828957451,0.89,0.8856501150594438
prev_u_diesel,-96.50874022312462,0.89,0.8868061657134517
prev_u_diesel,-87.94289755050414,0.89,0.8879622163674596
prev_u_diesel,-79.37705487788361,0.89,0.8891182670214677
prev_u_diesel,-70.81121220526308,0.89,0.8902743176754756
prev_u_diesel,-62.2453695326426,0.89,0.8914303683294835
prev_u_diesel,-53.67952686002212,0.89,0.8925864189834914
prev_u_diesel,-45.11368418740159,0.89,0.8937424696374994
prev_u_diesel,-36.547841514781055,0.9,0.8948985202915074
prev_u_diesel,-27.98199884216058,0.9,0.8960545709455153
prev_u_diesel,-19.416156169540105,0.9,0.8972106215995233
prev_u_diesel,-10.850313496919568,0.9,0.8983666722535312
prev_u_diesel,-2.284470824299035,0.9,0.8995227229075391
prev_u_diesel,6.281371848321442,0.9,0.900678773561547
prev_u_diesel,14.847214520941918,0.9,0.901834824215555
prev_u_diesel,23.41305719356245,0.9,0.902990874869563
prev_u_diesel,31.978899866182985,0.9,0.9041469255235709
prev_u_diesel,40.54474253880346,0.91,0.9053029761775788
prev_u_diesel,49.11058521142394,0.91,0.9064590268315867
prev_u_diesel,57.67642788404447,0.91,0.9076150774855948
prev_u_diesel,66.242270556665,0.91,0.9087711281396027
prev_u_diesel,74.80811322928548,0.91,0.9099271787936106
prev_u_diesel,83.37395590190596,0.91,0.9110832294476185
prev_u_diesel,91.93979857452648,0.91,0.9122392801016265
prev_u_diesel,100.50564124714704,0.91,0.9133953307556345
prev_u_diesel,109.0714839197675,0.91,0.9145513814096424
prev_u_diesel,117.63732659238798,0.92,0.9157074320636504
prev_u_diesel,126.20316926500853,0.92,0.9168634827176583
prev_u_diesel,134.76901193762905,0.92,0.9180195333716662
prev_u_diesel,143.3348546102495,0.92,0.9191755840256741
prev_u_diesel,151.90069728287,0.92,0.9203316346796822
prev_u_diesel,160.46653995549053,0.92,0.9214876853336901
prev_u_diesel,169.0323826281111,0.92,0.922643735987698
prev_u_diesel,177.5982253007316,0.92,0.9237997866417059
prev_u_diesel,186.164067973352,0.93,0.9249558372957138
prev_u_diesel,194.72991064597252,0.93,0.9261118879497218
prev_u_diesel,203.29575331859309,0.93,0.9272679386037298
prev_u_diesel,211.8615959912135,0.93,0.9284239892577377
prev_u_diesel,220.42743866383404,0.93,0.9295800399117456
