scenario,data_scope,date,month,alpha_gasoline,alpha_diesel,optimal_u_gasoline,optimal_u_diesel,optimal_price_gasoline,optimal_price_diesel,S_gasoline,S_diesel,LC,LF,LV,LT,Lpi,LE,total_loss,f_gasoline,f_diesel,u_hist_gasoline,u_hist_diesel,historical_alpha_gasoline,historical_alpha_diesel,gasoline_price_after,diesel_price_after,grid_step
equal_weight,backtest_clean,2016-01-27,2016-01-01,0.95,0.95,-309.49611684332126,-297.2873790672434,6615.503883156679,5672.712620932756,-16.289269307543236,-15.646704161433888,-1.0,0.0,0.6957346112384241,0.019578562807661713,0.03335101280418372,0.0,-0.10089921526602541,-325.7853861508645,-312.9340832286773,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-02-15,2016-02-01,0.8,0.8,88.6376627862071,85.02516331800452,6704.141545942886,5757.73778425076,10.756927181271507,10.30359791649741,0.1307537814887469,0.009276510554422706,0.5174087632898032,0.036175669850179296,0.0,0.0,0.08345794946978312,110.79707848275888,106.28145414750564,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-02-29,2016-02-01,0.95,0.95,53.297144798877795,51.30219394850976,6757.438690741764,5809.03997819927,10.334961911041518,9.912634012522382,0.04614207231077497,0.008576627218284262,0.015766428837717533,0.0005819988564880054,0.0,0.0,0.011530768593170255,56.10225768302926,54.00230941948396,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-03-14,2016-03-01,0.9,0.9,257.0814657705114,247.2274335683731,7014.520156512275,6056.267411767643,35.79908064556366,34.40855864969603,1.0542017606693945,0.10316531466690741,0.4054511205255852,0.060285417254377485,0.0,0.0,0.2597225607188808,285.646073078346,274.69714840930345,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-03-28,2016-03-01,1.0,1.0,148.44173955854455,142.81271674163784,7162.961896070819,6199.080128509281,25.05935645189456,24.08599105478723,0.3245882980586214,0.05055100418678463,0.12895823358471886,0.0,0.0,0.0,0.08042089776264497,148.44173955854455,142.81271674163784,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-04-12,2016-04-01,0.95,0.95,-95.95279262601984,-92.16835548021969,7067.0091034448,6106.911773029062,12.491402536009346,12.00922766044475,-0.12939889672105706,0.012563408809730798,0.2215257276691426,0.0018818740615942737,0.0,0.0,0.001460922273962509,-101.00293960633668,-97.019321558126,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-04-27,2016-04-01,0.9,0.9,257.7026460193084,247.7675693783809,7324.711749464108,6354.679342407443,37.37760911068523,35.936189293242506,0.9617810906318425,0.11249363721416993,0.6622908818868043,0.060561187446157266,0.0,0.0,0.270499552941271,286.3362733547871,275.2972993093121,165,160,0.576245538390295,0.5811898641992522,7090,6130,0.05
equal_weight,backtest_clean,2016-05-12,2016-05-01,1.0,1.0,175.09345093333127,168.4144579798299,7499.805200397439,6523.093800387273,26.164326377479654,25.15533250526974,0.4119953575713727,0.05515436904515562,0.15002088481167314,0.0,0.0,0.0,0.09908903927214241,175.09345093333127,168.4144579798299,120,115,0.6853483060636648,0.6828392370788792,7210,6245,0.05
equal_weight,backtest_clean,2016-05-26,2016-05-01,0.95,0.95,181.85487674509537,174.86840316700093,7681.660077142535,6697.962203554274,27.886337766609188,26.81233292037308,0.422423306940911,0.06265720554522883,0.1394191277467495,0.006767814519171829,0.0,0.0,0.10247461163563104,191.4261860474688,184.0720033336852,210,200,1.097028595387286,1.0865313376170551,7420,6445,0.05
equal_weight,backtest_clean,2016-06-09,2016-06-01,1.0,1.0,100.23322113792264,96.43735586995946,7781.893298280457,6794.399559424234,19.520436436626426,18.76863304426115,0.12181448705196381,0.03067495643612937,0.06271265103001833,0.0,0.007671493164678972,0.0,0.0337193649308586,100.23322113792264,96.43735586995946,110,110,1.097440536692302,1.14063683110857,7530,6555,0.05
equal_weight,backtest_clean,2016-06-23,2016-06-01,0.0,0.0,0.0,0.0,7781.893298280457,6794.399559424234,13.664305505638497,13.138043130982805,0.0,0.015030728653703387,0.030771946095419885,0.0,0.007671493164678972,0.0,0.007163594536850813,0.0,0.0,0,0,,,7530,6555,0.05
equal_weight,backtest_clean,2016-07-07,2016-07-01,0.0,0.0,0.0,0.0,7781.893298280457,6794.399559424234,9.565013853946947,9.196630191687962,0.0,0.007374486942191021,0.0,0.0,0.03335101280418372,0.0,0.0013274076495943838,0.0,0.0,0,0,,,7530,6555,0.05
equal_weight,backtest_clean,2016-07-22,2016-07-01,1.0,1.0,-157.87590708575073,-151.48740361888989,7624.017391194707,6642.912155805344,6.695509697762873,6.437641134181575,-0.29373242842569014,0.003613498601673606,0.1808118886480251,0.0,0.03335101280418372,0.0,-0.028137036198767392,-157.87590708575073,-151.48740361888989,-155,-150,0.98178374940903,0.9901813379637037,7375,6405,0.05
equal_weight,backtest_clean,2016-08-05,2016-08-01,1.0,1.0,-222.03765488860589,-213.3250115912218,7401.979736306101,6429.587144214122,4.6868567884339996,4.506348793927117,-0.6072736299959384,0.0017697701249312582,0.2200582698515708,0.0,0.19189046164024084,0.0,-0.0869848677916242,-222.03765488860589,-213.3250115912218,-220,-215,0.9908229309590386,1.0078518144510304,7155,6190,0.05
equal_weight,backtest_clean,2016-08-19,2016-08-01,0.9,0.9,114.47478921682475,110.12064499604932,7516.454525522925,6539.7077892101715,16.000220775995416,15.390071377532237,0.17217893025439304,0.020635352704810827,0.40164739459620546,0.011957501695198136,0.19189046164024084,0.0,0.11156394379265624,127.19421024091638,122.35627221783258,175,170,1.3758487879954244,1.3893852511079008,7330,6360,0.05
