w_wti,w_brent,w_basket,beta,alpha,pi0,lambda,lambda_factor,price_mae,price_rmse,change_mae,segments_used,rows_used
0.58,0.0,0.42000000000000004,1795.8838044134432,1.3281131172249807,2533.0747236120546,0.0,0.0,210.8767824009788,321.8804338661935,210.8767824009788,17,194
0.6,0.04,0.36000000000000004,1784.7900315033803,1.325307061623831,2556.61291497299,0.0,0.0,211.07697347182105,324.77111286464714,211.07697347182105,17,194
0.6,0.02,0.38,1784.387426199467,1.3267554042879601,2553.2777208381026,0.0,0.0,211.1234504329538,323.95307576887006,211.1234504329538,17,194
0.58,0.02,0.4,1788.000501652615,1.3278810970598598,2539.8908086140395,0.0,0.0,211.13083222512265,323.05146406669184,211.13083222512265,17,194
0.6,0.0,0.4,1784.3150931542048,1.328143292944675,2549.831031577662,0.0,0.0,211.17343368560088,323.15602414536113,211.17343368560088,17,194
0.6,0.06,0.34,1782.0022941332766,1.324290483731044,2561.393248725259,0.0,0.0,211.17934019624488,325.78856160841144,211.17934019624488,17,194
0.58,0.04,0.38000000000000006,1780.1320387156659,1.3276342096049534,2546.7250988796995,0.0,0.0,211.4254900160648,324.2550156936869,211.4254900160648,17,194
0.56,0.0,0.43999999999999995,1785.8132966677424,1.330959716112147,2526.4253732577445,0.0,0.0,211.45689394162554,321.8769421593298,211.45689394162554,17,194
0.62,0.1,0.28,1772.8895581754953,1.3207111395456372,2585.7087119446983,0.0,0.0,211.47018031529387,329.16553876580633,211.47018031529387,17,194
0.62,0.08,0.3,1772.188727561825,1.3222930136341529,2582.234279038182,0.0,0.0,211.4830269285844,328.1999212204238,211.4830269285844,17,194
0.6,0.08,0.32,1774.2551652813859,1.3239544022260525,2568.3917601336457,0.0,0.0,211.48934309662508,327.0922013594743,211.48934309662508,17,194
0.62,0.06,0.32,1771.7752509385198,1.3238214560646404,2578.6631185240108,0.0,0.0,211.49381170838907,327.2584701418155,211.49381170838907,17,194
0.62,0.04,0.34,1771.6559913297692,1.325294847607678,2574.994672546025,0.0,0.0,211.50749651303877,326.3407882142925,211.50749651303877,17,194
0.62,0.02,0.36,1771.8379687984807,1.326711562542562,2571.228271784753,0.0,0.0,211.52513321587824,325.44642246766887,211.52513321587824,17,194
0.62,0.0,0.38,1772.32826158722,1.3280699824172264,2567.363178223472,0.0,0.0,211.54710882457817,324.57487139187657,211.54710882457817,17,194
0.56,0.02,0.41999999999999993,1777.900422969691,1.3307797990012518,2533.0801449057535,0.0,0.0,211.7067726757144,323.0121115279104,211.7067726757144,17,194
0.62,0.12,0.26,1767.3863555363273,1.3199823090737632,2591.958001883768,0.0,0.0,211.71365810288106,330.47251865156045,211.71365810288106,17,194
0.58,0.06,0.36000000000000004,1772.0554415865129,1.327398579769774,2553.696012769815,0.0,0.0,211.73687232300216,325.50397880574195,211.73687232300216,17,194
0.6,0.1,0.30000000000000004,1765.6630407014534,1.3237016872556657,2575.8731336478186,0.0,0.0,211.83496755738173,328.48098876147,211.83496755738173,17,194
0.64,0.0,0.36,1760.5378716300515,1.3277924096216291,2585.4517966880785,0.0,0.0,211.96198037625217,326.1161069772495,211.96198037625217,17,194
0.64,0.02,0.33999999999999997,1759.4191378742723,1.3264667622859942,2589.788212378631,0.0,0.0,211.97078466417918,327.06844204492336,211.97078466417918,17,194
0.64,0.04,0.32,1758.5837006086808,1.3250851082484523,2594.041303328506,0.0,0.0,211.99940158075154,328.0457194934552,211.99940158075154,17,194
0.64,0.06,0.3,1758.0236945691624,1.3236491136818007,2598.2124174159553,0.0,0.0,212.02776891558025,329.0484671669545,212.02776891558025,17,194
0.64,0.08,0.27999999999999997,1757.731245461794,1.32216045607895,2602.3028844152336,0.0,0.0,212.05300646714093,330.0771703090622,212.05300646714093,17,194
0.56,0.04,0.39999999999999997,1768.672670791185,1.3307349168355684,2540.4797883345072,0.0,0.0,212.06120718840654,324.263561059233,212.06120718840654,17,194
0.64,0.1,0.26,1757.6985638331576,1.3206208106777135,2606.313977337346,0.0,0.0,212.07542132873,331.13226519990377,212.07542132873,17,194
0.58,0.08,0.34,1762.6215993779106,1.327303392544387,2561.432580856289,0.0,0.0,212.10250075249505,326.87075948566945,212.10250075249505,17,194
0.64,0.12,0.24,1757.9180453405722,1.3190318359682454,2610.246871149232,0.0,0.0,212.1144563050796,332.2141329013101,212.1144563050796,17,194
0.62,0.14,0.24,1758.0459548408328,1.3197356371074398,2600.0895804037395,0.0,0.0,212.13811855628288,332.01799458557144,212.13811855628288,17,194
