scenario,grid_step,LC_sum,LF_sum,LV_sum,LE_sum,Lpi_sum,weighted_LC,weighted_LF,weighted_LV,weighted_LE,weighted_Lpi,total_loss,mean_alpha_gasoline,mean_alpha_diesel,mean_optimal_u_gasoline,mean_optimal_u_diesel,mean_historical_u_gasoline,mean_historical_u_diesel,n_events
equal_weight,0.05,0.021463846550897798,5.049561224658767,20.37558849240042,2.0934345132226153,4.571394580752918,0.00429276931017956,1.0099122449317535,4.075117698480084,0.4186869026445231,0.9142789161505838,6.4222885315171245,0.25377777777777777,0.26,54.89561583639009,53.84988556808687,10.4,10.11111111111111,225
