month,u_gasoline_sum,u_diesel_sum,gasoline_price_base,diesel_price_base,cpi_yoy,cpi_target,x_gasoline,x_diesel,cpi_hat_next,inflation_excess,deflation_gap,Lpi_inflation,Lpi_deflation,Lpi_raw,Lpi_winsorized,Lpi
2021-04-01,-96.63216233755864,-93.8833487568146,8019.356710522676,7058.17258183003,0.009,0.03,0.0,0.0,0.00829878786101896,0.0,0.011701212138981041,0.0,0.9570814557714611,0.9570814557714611,0.9570814557714611,0.8309447147640195
2021-05-01,100.0,100.0,7922.724548185117,6964.289233073216,0.013,0.03,0.012621920576919124,0.014358967103936865,0.012707422028985754,0.0,0.007292577971014246,0.0,0.3717486139016083,0.3717486139016083,0.3717486139016083,0.32275470815950436
2021-06-01,400.0,384.98064150833807,8022.724548185117,7064.289233073216,0.011,0.03,0.04985837387256267,0.054496726961002113,0.013324312314201598,0.0,0.006675687685798402,0.0,0.3115151814380499,0.3115151814380499,0.3115151814380499,0.27045962705029436
2021-07-01,-26.72029340068022,-27.895412483849313,8422.724548185117,7449.269874581553,0.01,0.03,0.0,0.0,0.009229316475616046,0.0,0.010770683524383954,0.0,0.8109119973498496,0.8109119973498496,0.8109119973498496,0.7040393837674487
2021-08-01,-250.0,-245.0,8396.004254784437,7421.374462097704,0.008,0.03,0.0,0.0,0.0073682592464218745,0.0,0.012631740753578126,0.0,1.1153562448406515,1.1153562448406515,1.1153562448406515,0.9683599772417815
2021-09-01,183.03692217085646,174.5278578399051,8146.004254784437,7176.374462097704,0.0069999999999999,0.03,0.022469534319645414,0.02431978135501159,0.00791273452247861,0.0,0.01208726547752139,0.0,1.0212764490172954,1.0212764490172954,1.0212764490172954,0.886679250241923
2021-10-01,543.0723909447375,521.0351517836455,8329.041176955294,7350.902319937609,0.015,0.03,0.06520226991400939,0.07088043468765176,0.01809920829235355,0.0,0.0019007917076464508,0.0,0.025255516388552394,0.025255516388552394,0.025255516388552394,0.021927013354143248
2021-11-01,-55.30865544458716,-53.1293765291983,8872.11356790003,7871.937471721254,0.023,0.03,0.0,0.0,0.021326188465378156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,-513.4539446156409,-493.8542347314826,8816.804912455444,7818.808095192056,0.015,0.03,0.0,0.0,0.013881959548601473,0.0,0.006118040451398528,0.0,0.261644664955483,0.261644664955483,0.261644664955483,0.22716170100246572
2022-01-01,766.0195430549479,736.9163329364821,8303.350967839802,7324.953860460573,0.009,0.03,0.09225426529865632,0.10060354603928479,0.014201558516535909,0.0,0.005798441483464091,0.0,0.23502266841951977,0.23502266841951977,0.23502266841951977,0.2040483001684755
2022-02-01,210.0,200.0,9069.37051089475,8061.870193397055,0.009,0.03,0.02315485950736422,0.0248081394517871,0.009870368269728605,0.0,0.010129631730271395,0.0,0.7172565263346474,0.7172565263346474,0.7172565263346474,0.622727058489881
2022-03-01,977.2325228762845,939.3564323485587,9279.37051089475,8261.870193397055,0.015,0.03,0.10531237239949978,0.11369779606308737,0.02085347516187347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,-288.20476353637486,-275.6133656094491,10256.603033771034,9201.226625745614,0.021,0.03,0.0,0.0,0.019465131236183986,0.0,0.0005348687638160148,0.0,0.001999777452359301,0.001999777452359301,0.001999777452359301,0.0017362205638001733
2022-05-01,518.9090156883606,496.2302696187133,9968.39827023466,8925.613260136164,0.021,0.03,0.05205540565506972,0.055596210048108566,0.023034098455271816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,59.04302604424021,56.95940528758882,10487.307285923021,9421.843529754877,0.025,0.03,0.005629950990707872,0.006045462876528019,0.02356661101352443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,-503.7441041922864,-486.25081626105293,10546.350311967262,9478.802935042466,0.027,0.03,0.0,0.0,0.0250483029237665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,-238.9683378495755,-230.34028462738496,10042.606207774976,8992.552118781414,0.025,0.03,0.0,0.0,0.02318724569457233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,-124.69290661577335,-121.00056884079977,9803.6378699254,8762.211834154028,0.0279999999999999,0.03,0.0,0.0,0.02597883153836349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,185.0,175.0,9678.944963309626,8641.211265313228,0.021,0.03,0.019113653471663192,0.02025179047554007,0.020808556372906458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,-155.5496661409961,-149.43426046342506,9863.944963309626,8816.211265313228,0.016,0.03,0.0,0.0,0.01481248816319856,0.0,0.005187511836801441,0.0,0.18810719041934743,0.18810719041934743,0.18810719041934743,0.16331595889304307
2022-12-01,-802.450453852482,-773.5696604935322,9708.39529716863,8666.777004849802,0.018,0.03,0.0,0.0,0.016673545392392727,0.0,0.003326454607607273,0.0,0.07734823328981442,0.07734823328981442,0.07734823328981442,0.06715426911777199
2023-01-01,-71.92863036762849,-68.75362863674687,8905.944843316149,7893.20734435627,0.021,0.03,0.0,0.0,0.019465131236183986,0.0,0.0005348687638160148,0.0,0.001999777452359301,0.001999777452359301,0.001999777452359301,0.0017362205638001733
2023-02-01,210.0,200.0,8834.01621294852,7824.453715719524,0.01,0.03,0.023771747180199993,0.02556088990573169,0.010824074148779452,0.0,0.009175925851220549,0.0,0.5885549089571833,0.5885549089571833,0.5885549089571833,0.5109874274517034
