alpha,pi0,intercept,MAE,RMSE,R2,n,w_wti,w_brent,w_basket,fuel_type
1.317561830531052,613.3017008202264,-2.2700844141232115,45.30822206564934,61.41013608875484,0.9370017288024984,161,0.4737635438421549,0.0793459378251057,0.4468905183327393,gasoline
