scenario,data_scope,grid_step,LC_sum,LF_sum,LV_sum,LT_sum,LE_sum,Lpi_sum,weighted_LC,weighted_LF,weighted_LV,weighted_LT,weighted_LE,weighted_Lpi,total_loss,mean_alpha_gasoline,mean_alpha_diesel,mean_optimal_u_gasoline,mean_optimal_u_diesel,mean_historical_u_gasoline,mean_historical_u_diesel,n_events
energy_priority,backtest_clean,0.01,-5.119834260862046,14.584291602905859,149.792791050577,6.865335465410663,81.05741488545428,62.48443434215574,-0.7167767965206859,2.0418008244068186,20.970990747080766,0.9611469651574921,24.317224465636283,8.747820807901798,56.32220701366248,0.7290178571428572,0.7254464285714286,5.089023159341663,2.761059646699227,9.21875,8.973214285714286,224
