variable,x_value,alpha_target,f_gasoline,S_gasoline_lag,prev_u_gasoline,alpha_fitted,residual
S_gasoline_lag,-13.78562438985528,1.0,-196.63216233755864,-13.78562438985528,0.0,1.0,0.0
S_gasoline_lag,-13.037329785512936,1.0,-196.63216233755864,-13.037329785512936,0.0,1.0,0.0
S_gasoline_lag,-12.289035181170592,1.0,-196.63216233755864,-12.289035181170592,0.0,1.0,0.0
S_gasoline_lag,-11.540740576828249,1.0,-196.63216233755864,-11.540740576828249,0.0,1.0,0.0
S_gasoline_lag,-10.792445972485906,1.0,-196.63216233755864,-10.792445972485906,0.0,1.0,0.0
S_gasoline_lag,-10.04415136814356,1.0,-196.63216233755864,-10.04415136814356,0.0,1.0,0.0
S_gasoline_lag,-9.295856763801218,1.0,-196.63216233755864,-9.295856763801218,0.0,1.0,0.0
S_gasoline_lag,-8.547562159458874,1.0,-196.63216233755864,-8.547562159458874,0.0,1.0,0.0
S_gasoline_lag,-7.799267555116531,1.0,-196.63216233755864,-7.799267555116531,0.0,1.0,0.0
S_gasoline_lag,-7.050972950774188,1.0,-196.63216233755864,-7.050972950774188,0.0,1.0,0.0
S_gasoline_lag,-6.302678346431843,1.0,-196.63216233755864,-6.302678346431843,0.0,1.0,0.0
S_gasoline_lag,-5.554383742089501,1.0,-196.63216233755864,-5.554383742089501,0.0,1.0,0.0
S_gasoline_lag,-4.806089137747156,1.0,-196.63216233755864,-4.806089137747156,0.0,1.0,0.0
S_gasoline_lag,-4.057794533404813,1.0,-196.63216233755864,-4.057794533404813,0.0,1.0,0.0
S_gasoline_lag,-3.3094999290624685,1.0,-196.63216233755864,-3.3094999290624685,0.0,1.0,0.0
S_gasoline_lag,-2.561205324720124,1.0,-196.63216233755864,-2.561205324720124,0.0,1.0,0.0
S_gasoline_lag,-1.8129107203777828,1.0,-196.63216233755864,-1.8129107203777828,0.0,1.0,0.0
S_gasoline_lag,-1.0646161160354382,1.0,-196.63216233755864,-1.0646161160354382,0.0,1.0,0.0
S_gasoline_lag,-0.3163215116930935,1.0,-196.63216233755864,-0.3163215116930935,0.0,1.0,0.0
S_gasoline_lag,0.4319730926492475,1.0,-196.63216233755864,0.4319730926492475,0.0,1.0,0.0
S_gasoline_lag,1.1802676969915922,1.0,-196.63216233755864,1.1802676969915922,0.0,1.0,0.0
S_gasoline_lag,1.9285623013339368,1.0,-196.63216233755864,1.9285623013339368,0.0,1.0,0.0
S_gasoline_lag,2.676856905676281,1.0,-196.63216233755864,2.676856905676281,0.0,1.0,0.0
S_gasoline_lag,3.4251515100186225,1.0,-196.63216233755864,3.4251515100186225,0.0,1.0,0.0
