scenario,variable,variable_label,x_value,alpha_gasoline,alpha_diesel,u_gasoline,u_diesel,LC,LF,LV,LT,Lpi,LE,weighted_loss,base_f_gasoline,base_f_diesel
upward_base,f_gasoline,gasoline f,333.8883274005999,0.9,0.91,300.49949466053994,146.7296285205385,0.8257144367072183,0.13451235688071395,0.7380141360248511,0.07586759071750113,0.0,0.0,0.29568475338838063,333.8883274005999,161.24135002256978
upward_base,f_gasoline,gasoline f,343.39161951419294,0.9,0.91,309.05245756277367,146.7296285205385,0.8598763462278158,0.13818346667646994,0.7699345532948003,0.07933221263745883,0.0,0.0,0.307887763139424,343.39161951419294,161.24135002256978
upward_base,f_gasoline,gasoline f,352.8949116277861,0.9,0.91,317.6054204650075,146.7296285205385,0.8949969453030397,0.14193289941514503,0.802750756867256,0.08289406263664287,0.0,0.0,0.3204291107036805,352.8949116277861,161.24135002256978
upward_base,f_diesel,diesel f,-391.4387644885913,0.91,1.0,152.72769207748797,-391.4387644885913,-1.5126098701568176,0.039949691005851676,1.4604200663754492,0.01228149865700914,0.0,0.0,6.897646915382007e-06,167.8326286565802,-391.4387644885913
upward_base,f_diesel,diesel f,-382.3016147813076,0.91,1.0,152.72769207748797,-382.3016147813076,-1.435765663560195,0.039949691005851676,1.3996257093317819,0.01228149865700914,0.0,0.0,0.00268187257240795,167.8326286565802,-382.3016147813076
upward_base,f_diesel,diesel f,-373.1644650740239,0.91,1.0,152.72769207748797,-373.1644650740239,-1.3607363732807831,0.039949691005851676,1.3402672012021657,0.01228149865700914,0.0,0.0,0.005293669597373923,167.8326286565802,-373.1644650740239
upward_base,f_diesel,diesel f,-364.0273153667402,0.91,1.0,152.72769207748797,-364.0273153667402,-1.2875219993185814,0.039949691005851676,1.2823445419866006,0.01228149865700914,0.0,0.0,0.007842288721813327,167.8326286565802,-364.0273153667402
upward_base,f_diesel,diesel f,-354.8901656594565,0.91,1.0,152.72769207748797,-354.8901656594565,-1.2161225416735897,0.039949691005851676,1.2258577316850865,0.01228149865700914,0.0,0.0,0.010327729945726276,167.8326286565802,-354.8901656594565
upward_base,f_diesel,diesel f,-345.7530159521728,0.91,1.0,152.72769207748797,-345.7530159521728,-1.1465380003458092,0.039949691005851676,1.1708067702976237,0.01228149865700914,0.0,0.0,0.012749993269112546,167.8326286565802,-345.7530159521728
upward_base,f_diesel,diesel f,-336.6158662448891,0.91,1.0,152.72769207748797,-336.6158662448891,-1.0787683753352388,0.039949691005851676,1.1171916578242111,0.01228149865700914,0.0,0.0,0.015109078691972193,167.8326286565802,-336.6158662448891
upward_base,f_diesel,diesel f,-327.47871653760546,0.91,1.0,152.72769207748797,-327.47871653760546,-1.0128136666418794,0.039949691005851676,1.0650123942648506,0.01228149865700914,0.0,0.0,0.017404986214305328,167.8326286565802,-327.47871653760546
upward_base,f_diesel,diesel f,-318.34156683032177,0.91,1.0,152.72769207748797,-318.34156683032177,-0.9486738742657304,0.039949691005851676,1.0142689796195403,0.01228149865700914,0.0,0.0,0.019637715836111784,167.8326286565802,-318.34156683032177
upward_base,f_diesel,diesel f,-309.20441712303807,0.91,1.0,152.72769207748797,-309.20441712303807,-0.8863489982067912,0.039949691005851676,0.9649614138882813,0.01228149865700914,0.0,0.0,0.021807267557391784,167.8326286565802,-309.20441712303807
upward_base,f_diesel,diesel f,-300.0672674157544,0.91,1.0,152.72769207748797,-300.0672674157544,-0.8258390384650627,0.039949691005851676,0.9170896970710731,0.01228149865700914,0.0,0.0,0.023913641378145188,167.8326286565802,-300.0672674157544
upward_base,f_diesel,diesel f,-290.9301177084707,0.91,1.0,152.72769207748797,-290.9301177084707,-0.7671439950405446,0.039949691005851676,0.870653829167916,0.01228149865700914,0.0,0.0,0.025956837298371997,167.8326286565802,-290.9301177084707
upward_base,f_diesel,diesel f,-281.792968001187,0.91,0.99,152.72769207748797,-278.9750383211751,-0.693088007309062,0.03561545135872711,0.812065337481061,0.012879481053982313,0.0,0.0,0.02791204376411806,167.8326286565802,-281.792968001187
upward_base,f_diesel,diesel f,-272.6558182939033,0.91,0.99,152.72769207748797,-269.92926011096426,-0.6391185942136883,0.03573928578948468,0.7693680943904997,0.012841330550410684,0.0,0.0,0.029805019419451125,167.8326286565802,-272.6558182939033
upward_base,f_diesel,diesel f,-263.5186685866196,0.91,0.99,152.72769207748797,-260.8834819007534,-0.5869279806008121,0.03586423974336908,0.7280781268205994,0.012804437464552518,0.0,0.0,0.031636470571284804,167.8326286565802,-263.5186685866196
upward_base,f_diesel,diesel f,-254.38151887933589,0.91,0.99,152.72769207748797,-251.83770369054253,-0.5365161664704341,0.03599031322038038,0.6881954347713605,0.012768801796407797,0.0,0.0,0.03340639721961908,167.8326286565802,-254.38151887933589
upward_base,f_diesel,diesel f,-245.2443691720522,0.91,0.99,152.72769207748797,-242.79192548033166,-0.4878831518225538,0.03611750622051857,0.6497200182427828,0.012734423545976517,0.0,0.0,0.035114799364454004,167.8326286565802,-245.2443691720522
upward_base,f_diesel,diesel f,-236.1072194647685,0.91,0.99,152.72769207748797,-233.74614727012082,-0.4410289366571717,0.036245818743783714,0.6126518772348668,0.012701302713258669,0.0,0.0,0.03676167700578955,167.8326286565802,-236.1072194647685
upward_base,f_diesel,diesel f,-226.9700697574848,0.91,0.99,152.72769207748797,-224.70036905990995,-0.39595352097428754,0.03637525079017571,0.576991011747612,0.012669439298254273,0.0,0.0,0.03834703014362573,167.8326286565802,-226.9700697574848
upward_base,f_diesel,diesel f,-217.8329200502011,0.91,0.99,152.72769207748797,-215.65459084969908,-0.35265690477390127,0.036505802359694604,0.5427374217810188,0.01263883330096332,0.0,0.0,0.03987085877796255,167.8326286565802,-217.8329200502011
upward_base,f_diesel,diesel f,-208.6957703429174,0.91,0.99,152.72769207748797,-206.60881263948824,-0.31113908805601315,0.03663747345234044,0.5098911073350868,0.0126094847213858,0.0,0.0,0.04133316290879997,167.8326286565802,-208.6957703429174
upward_base,f_diesel,diesel f,-199.55862063563373,0.91,0.99,152.72769207748797,-197.5630344292774,-0.271400070820623,0.03677026406811309,0.4784520684098163,0.012581393559521733,0.0,0.0,0.042733942536138,167.8326286565802,-199.55862063563373
upward_base,f_diesel,diesel f,-190.42147092835003,0.91,0.98,152.72769207748797,-186.61304150978302,-0.22567553736881338,0.034344889276193585,0.44227766131473956,0.013373743290457004,0.0,0.0,0.044053459418762785,167.8326286565802,-190.42147092835003
