scenario,data_scope,grid_step,LC_sum,LF_sum,LV_sum,LT_sum,LE_sum,Lpi_sum,weighted_LC,weighted_LF,weighted_LV,weighted_LT,weighted_LE,weighted_Lpi,total_loss,mean_alpha_gasoline,mean_alpha_diesel,mean_optimal_u_gasoline,mean_optimal_u_diesel,mean_historical_u_gasoline,mean_historical_u_diesel,n_events
firm_priority,backtest_clean,0.01,-0.7253152919583132,5.066893643923777,155.17801076173038,3.2971602078094358,80.99542910959174,63.15014740508937,-0.10154414087416379,1.520068093177133,21.724921506642236,0.46160242909332067,11.339360075342835,8.841020636712505,43.785428600093866,0.7437500000000001,0.7445535714285716,6.980132448724606,5.555278934594268,9.21875,8.973214285714286,224
