variable,x_value,alpha_target,alpha_fitted
S_diesel_lag,23.513875365022827,0.97,0.9764102424741397
S_diesel_lag,24.159590436464363,0.97,0.9752152929340305
S_diesel_lag,24.8053055079059,0.97,0.9740203433939214
S_diesel_lag,25.451020579347432,0.97,0.9728253938538123
S_diesel_lag,26.09673565078897,0.97,0.9716304443137032
S_diesel_lag,26.7424507222305,0.97,0.970435494773594
S_diesel_lag,27.38816579367204,0.97,0.9692405452334849
S_diesel_lag,28.033880865113574,0.97,0.9680455956933758
S_diesel_lag,28.679595936555103,0.97,0.9668506461532667
S_diesel_lag,29.325311007996643,0.96,0.9656556966131575
S_diesel_lag,29.97102607943817,0.96,0.9644607470730484
S_diesel_lag,30.61674115087971,0.96,0.9632657975329393
S_diesel_lag,31.262456222321244,0.96,0.9620708479928302
S_diesel_lag,31.90817129376278,0.96,0.960875898452721
S_diesel_lag,32.55388636520432,0.96,0.9596809489126119
S_diesel_lag,33.19960143664586,0.96,0.9584859993725028
S_diesel_lag,33.845316508087386,0.96,0.9572910498323937
S_diesel_lag,34.49103157952892,0.96,0.9560961002922845
S_diesel_lag,35.13674665097046,0.95,0.9549011507521754
S_diesel_lag,35.782461722411995,0.95,0.9537062012120663
S_diesel_lag,36.42817679385353,0.95,0.9525112516719572
S_diesel_lag,37.07389186529506,0.95,0.951316302131848
S_diesel_lag,37.7196069367366,0.95,0.9501213525917389
S_diesel_lag,38.36532200817813,0.95,0.9489264030516298
S_diesel_lag,39.01103707961967,0.95,0.9477314535115207
S_diesel_lag,39.656752151061205,0.95,0.9465365039714115
S_diesel_lag,40.302467222502735,0.95,0.9453415544313025
S_diesel_lag,40.94818229394427,0.94,0.9441466048911934
S_diesel_lag,41.59389736538581,0.94,0.9429516553510843
S_diesel_lag,42.23961243682734,0.94,0.9417567058109751
S_diesel_lag,42.88532750826888,0.94,0.940561756270866
S_diesel_lag,43.53104257971041,0.94,0.9393668067307569
S_diesel_lag,44.176757651151945,0.94,0.9381718571906478
S_diesel_lag,44.82247272259348,0.94,0.9369769076505386
S_diesel_lag,45.46818779403502,0.94,0.9357819581104295
S_diesel_lag,46.11390286547656,0.93,0.9345870085703204
S_diesel_lag,46.75961793691808,0.93,0.9333920590302113
S_diesel_lag,47.40533300835962,0.93,0.9321971094901021
S_diesel_lag,48.05104807980116,0.93,0.931002159949993
S_diesel_lag,48.69676315124269,0.93,0.9298072104098839
S_diesel_lag,49.34247822268423,0.93,0.9286122608697748
S_diesel_lag,49.98819329412576,0.93,0.9274173113296657
S_diesel_lag,50.633908365567294,0.93,0.9262223617895565
S_diesel_lag,51.27962343700883,0.93,0.9250274122494474
S_diesel_lag,51.925338508450366,0.92,0.9238324627093383
prev_u_diesel,-387.7473910922218,1.0,1.0
prev_u_diesel,-379.1815484196013,1.0,1.0
prev_u_diesel,-370.6157057469808,1.0,1.0
prev_u_diesel,-362.04986307436025,1.0,1.0
prev_u_diesel,-353.48402040173977,1.0,1.0
prev_u_diesel,-344.9181777291193,1.0,1.0
prev_u_diesel,-336.3523350564988,1.0,1.0
prev_u_diesel,-327.7864923838782,1.0,1.0
prev_u_diesel,-319.2206497112577,1.0,1.0
prev_u_diesel,-310.6548070386373,1.0,1.0
prev_u_diesel,-302.08896436601674,1.0,1.0
prev_u_diesel,-293.5231216933962,1.0,1.0
prev_u_diesel,-284.95727902077573,1.0,1.0
prev_u_diesel,-276.39143634815525,1.0,1.0
prev_u_diesel,-267.8255936755347,1.0,1.0
