alpha,pi0,intercept,MAE,RMSE,R2,n,w_wti,w_brent,w_basket,fuel_type
1.2661326825150145,579.0517224573903,-2.0744346700839342,44.10333728977467,59.205050978654945,0.9367651542815075,161,0.475110536912332,0.0791090273411326,0.4457804357465353,diesel
