loss,n,mean,mean_abs,std,min,p25,median,p75,p90,p95,max,zero_ratio
LC_raw,224,-4.3903028226149184e-05,0.0005722178416911044,0.0014181249920881768,-0.015560060564830511,-5.347625270062983e-05,0.0,0.0002860404336880948,0.0007599293589545115,0.0010281601758721263,0.006745925435763392,0.3169642857142857
abs_LC_raw,224,0.0005722178416911044,0.0005722178416911044,0.001297733810739692,0.0,0.0,0.00019612457827805602,0.0006543509039855362,0.0015009164682042587,0.0022174205540843425,0.015560060564830511,0.3169642857142857
LF_raw,224,0.21568060220789217,0.21568060220789217,1.0302352631705032,0.0,0.0,0.002669785799323224,0.03108614985534412,0.24117892175913802,0.8269045988619362,11.623939001880903,0.4017857142857143
LV_raw,224,0.32684396813480193,0.32684396813480193,0.5873145486729157,0.0,0.05027925398521249,0.16092449958785157,0.37302134828141814,0.7534456638806598,1.191861328256281,5.938473941715465,0.125
LT_raw,224,0.08815349395375846,0.08815349395375846,0.5967725017191926,0.0,0.0,0.0,0.009854783403581998,0.050043083522943926,0.09963228999227117,7.888513533967061,0.5625
LE_raw,224,0.002552608734195842,0.002552608734195842,0.007305277186833296,0.0,0.0,0.0,7.13636022865261e-08,0.008140869788503046,0.020171111148256208,0.04726129116306415,0.75
Lpi_raw,107,0.7619469506419969,0.7619469506419969,1.1120655031032503,0.0,0.0,0.12667504653079137,1.2621843049188926,2.3192169228549595,2.952225538409276,4.714941123763456,0.308411214953271
