date,actual_delta,weighted_oil,h_oil,delta_X,delta_h,raw_rule_delta,rule_delta,pred_delta_no_special,carry_before,carry_after,is_special_regulated,special_type,abs_error
2023-01-18,-195,77.67163045224468,1.0,-148.82937436921338,0.0,-190.51216967720742,-190.51216967720742,-190.51216967720742,0.0,0.0,False,normal,4.4878303227925755
2023-02-04,200,81.70300486405321,0.9659399027189357,211.48056958385177,-0.034060097281064294,245.9654681992549,245.9654681992549,245.9654681992549,0.0,0.0,False,normal,45.9654681992549
2023-02-17,0,80.1628177795385,0.99674364440923,-21.938980924784573,0.030803741690294317,-12.015135756129713,-12.015135756129713,0.0,0.0,-12.015135756129713,False,threshold_no_adjust,0.0
2023-03-03,0,79.30537848615504,1.0,-20.657008603214763,0.003256355590769977,-26.343350071838866,-38.35848582796858,0.0,-12.015135756129713,-38.35848582796858,False,threshold_no_adjust,0.0
2023-03-18,-95,77.91553244383749,1.0,-80.50909480552446,0.0,-104.00963084305823,-142.36811667102683,-142.36811667102683,-38.35848582796858,0.0,False,normal,47.368116671026826
2023-04-01,-320,73.04643304186948,1.0,-256.18781284274246,0.0,-326.4421973723199,-326.4421973723199,-326.4421973723199,0.0,0.0,False,normal,6.442197372319924
2023-04-18,525,83.04570078133321,0.9390859843733358,508.16714576002096,-0.06091401562666421,606.0602310866334,606.0602310866334,606.0602310866334,0.0,0.0,False,normal,81.0602310866334
2023-04-29,-155,80.93492643667031,0.9813014712665938,-85.31708873661137,0.04221548689325805,-85.65223869662276,-85.65223869662276,-85.65223869662276,0.0,0.0,False,normal,69.34776130337724
2023-05-17,-365,73.47004957988725,1.0,-331.24653094254745,0.01869852873340616,-410.64907819566645,-410.64907819566645,-410.64907819566645,0.0,0.0,False,normal,45.64907819566645
2023-05-31,95,74.18000385661945,1.0,97.26230842922132,0.0,121.07255280900877,121.07255280900877,121.07255280900877,0.0,0.0,False,normal,26.07255280900877
2023-06-14,-50,72.73518400265272,1.0,-55.039006803188386,0.0,-71.76111999676698,-71.76111999676698,-71.76111999676698,0.0,0.0,False,normal,21.76111999676698
2023-06-29,70,72.81117127385241,1.0,59.219900059309566,0.0,72.90581625028076,72.90581625028076,72.90581625028076,0.0,0.0,False,normal,2.9058162502807647
2023-07-13,150,74.15687381845501,1.0,16.35645013946032,0.0,18.635001421414046,18.635001421414046,0.0,0.0,18.635001421414046,False,normal,150.0
2023-07-27,260,79.12647356033631,1.0,273.79416984966474,0.0,344.58531205864364,363.2203134800577,363.2203134800577,18.635001421414046,0.0,False,normal,103.22031348005771
2023-08-10,230,83.8469348374351,0.923061303251298,274.92785227640616,-0.07693869674870202,301.46921955477114,301.46921955477114,301.46921955477114,0.0,0.0,False,normal,71.46921955477114
2023-08-24,55,84.700411094429,0.90599177811142,83.70132085231853,-0.017069525139878028,94.01840529693595,94.01840529693595,94.01840529693595,0.0,0.0,False,normal,39.01840529693595
2023-09-06,0,85.04770326119561,0.8990459347760879,41.84392707508141,-0.0069458433353321025,46.8835264172083,46.8835264172083,0.0,0.0,46.8835264172083,False,threshold_no_adjust,0.0
2023-09-21,370,91.91616904161884,0.7616766191676231,361.99706123208944,-0.13736931560846477,376.71793671437905,423.60146313158737,423.60146313158737,46.8835264172083,0.0,False,normal,53.601463131587366
2023-10-11,-80,90.92582114189297,0.7814835771621407,-57.97243520750362,0.019806957994517593,-64.00597642792178,-64.00597642792178,-64.00597642792178,0.0,0.0,False,normal,15.99402357207822
2023-10-25,-70,89.63977674045589,0.8072044651908823,-57.440278063446385,0.025720888028741618,-59.90772350278715,-59.90772350278715,-59.90772350278715,0.0,0.0,False,normal,10.09227649721285
2023-11-08,-135,86.78064497462299,0.8643871005075403,-176.5528070091068,0.057182635316658015,-192.50201033931637,-192.50201033931637,-192.50201033931637,0.0,0.0,False,normal,57.50201033931637
2023-11-22,-330,80.75457165008476,0.9849085669983049,-395.55711144772886,0.12052146649076456,-433.1140585107196,-433.1140585107196,-433.1140585107196,0.0,0.0,False,normal,103.11405851071959
2023-12-06,-50,79.60950505995143,1.0,-58.30372112985242,0.015091433001695131,-67.15596123084944,-67.15596123084944,-67.15596123084944,0.0,0.0,False,normal,17.155961230849442
2023-12-20,-400,73.93530952674675,1.0,-309.9082665472565,0.0,-394.45941952713997,-394.45941952713997,-394.45941952713997,0.0,0.0,False,normal,5.540580472860029
2024-01-04,190,76.67353078411776,1.0,156.36897248899913,0.0,195.90943192952903,195.90943192952903,195.90943192952903,0.0,0.0,False,normal,5.909431929529035
2024-01-18,-50,75.63465969791541,1.0,-33.89073055758354,0.0,-44.98459626335075,-44.98459626335075,0.0,0.0,-44.98459626335075,False,normal,50.0
2024-02-01,200,78.71721429926366,1.0,153.24942632318653,0.0,191.95967257437928,146.97507631102854,146.97507631102854,-44.98459626335075,0.0,False,normal,53.024923688971455
2024-02-19,0,78.92461754905982,1.0,18.378231629825677,0.0,21.194845043269538,21.194845043269538,0.0,0.0,21.194845043269538,False,threshold_no_adjust,0.0
2024-03-05,120,81.01228744554196,0.9797542510891608,112.26582183809569,-0.02024574891083919,128.34565570927558,149.5405007525451,149.5405007525451,21.194845043269538,0.0,False,normal,29.540500752545114
2024-03-18,0,81.76277139176361,0.9647445721647279,40.54720086303587,-0.015009678924432945,40.5723210923815,40.5723210923815,0.0,0.0,40.5723210923815,False,threshold_no_adjust,0.0
2024-04-02,190,84.21903809068118,0.9156192381863764,150.52505899379776,-0.049125333978351504,160.06415280300502,200.63647389538653,200.63647389538653,40.5723210923815,0.0,False,normal,10.63647389538653
2024-04-17,195,88.53970421054058,0.8292059157891885,233.51900320662935,-0.08641332239718791,243.55382410080054,243.55382410080054,243.55382410080054,0.0,0.0,False,normal,48.55382410080054
2024-04-30,-70,86.67174063618813,0.8665651872762373,-98.35390649908913,0.03735927148704887,-104.97057963727767,-104.97057963727767,-104.97057963727767,0.0,0.0,False,normal,34.970579637277666
2024-05-16,-225,82.21315596529088,0.9557368806941824,-249.87448329030667,0.08917169341794506,-266.81366182238963,-266.81366182238963,-266.81366182238963,0.0,0.0,False,normal,41.81366182238963
2024-05-29,0,81.52733151788517,0.9694533696422966,-17.58132728037799,0.01371648894811417,-16.39217119029006,-16.39217119029006,0.0,0.0,-16.39217119029006,False,threshold_no_adjust,0.0
2024-06-14,-180,78.9268917443422,1.0,-134.537668997521,0.03054663035770344,-154.72889549333493,-171.121066683625,-171.121066683625,-16.39217119029006,0.0,False,normal,8.878933316374997
2024-06-28,200,83.2003860385993,0.9359922792280139,234.2960979387908,-0.06400772077198613,257.5117313523676,257.5117313523676,257.5117313523676,0.0,0.0,False,normal,57.511731352367576
2024-07-12,105,85.30768690462821,0.8938462619074358,101.18501173023287,-0.0421460173205781,101.63449173802928,101.63449173802928,101.63449173802928,0.0,0.0,False,normal,3.3655082619707173
