scenario,data_scope,grid_step,LC_sum,LF_sum,LV_sum,LT_sum,LE_sum,Lpi_sum,weighted_LC,weighted_LF,weighted_LV,weighted_LT,weighted_LE,weighted_Lpi,total_loss,mean_alpha_gasoline,mean_alpha_diesel,mean_optimal_u_gasoline,mean_optimal_u_diesel,mean_historical_u_gasoline,mean_historical_u_diesel,n_events
consumer_priority,backtest_clean,0.01,-72.57125736359106,210.09662232165402,100.48738644718708,97.14235600529462,87.74284229287161,61.286725039178016,-21.77137720907732,29.413527125031543,14.068234102606182,13.599929840741236,12.283997921002017,8.580141505484915,56.17445328578859,0.61,0.560625,-22.02653817995842,-22.172030734521492,9.21875,8.973214285714286,224
