fuel_type,target,y_column,oil_range,n,n_up,n_down,n_zero,z_up_sum,z_down_sum,y_sum,intercept,beta_up,beta_down,asymmetry_index,beta_diff,t_beta_equal,p_beta_equal,r2,rmse,status,judgement
gasoline,actual,actual_delta,overall,257,145,112,0,19110.900741932674,17121.102796668813,2350.0,1.0438588582695487,1.02817265467631,1.0260774369675367,0.0010199428576374357,0.0020952177087731894,0.020313848434109945,0.9838089568715752,0.780221944383956,103.15806546437064,ok,双向传递基本对称
gasoline,model,pred_delta_no_special,overall,257,145,112,0,19110.900741932674,17121.102796668813,2089.8610001128727,2.4269295530109063,1.2150976352803364,1.2706815941110665,-0.022360778533151875,-0.055583958830730085,-2.094665492437663,0.03719161650427557,0.9874774875158849,26.5400072857525,ok,下跌传递显著强于上涨
diesel,actual,actual_delta,overall,257,145,112,0,19110.270567747626,17120.410113735797,2295.0,1.517692865114011,0.9860971206305883,0.9894406579706265,-0.0016924694512324785,-0.0033435373400382273,-0.033689417177517965,0.9731512769069358,0.7800952490519453,99.26292460779534,ok,双向传递基本对称
diesel,model,pred_delta_no_special,overall,257,145,112,0,19110.270567747626,17120.410113735797,2034.8399118619527,2.5083876400388694,1.1684706844857133,1.2230785654971734,-0.02283368448793218,-0.05460788101146008,-2.1064436805618105,0.03614698919233717,0.9870930985247082,25.928647260861272,ok,下跌传递显著强于上涨
