variable,x_value,alpha_target,f_gasoline,f_diesel,S_gasoline_lag,prev_u_gasoline,cpi_yoy,alpha_fitted,residual
f_diesel,19.73297233917492,0.91,167.8326286565802,19.73297233917492,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,28.87012204645862,0.91,167.8326286565802,28.87012204645862,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,38.00727175374232,0.91,167.8326286565802,38.00727175374232,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,47.14442146102601,0.91,167.8326286565802,47.14442146102601,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,56.28157116830971,0.91,167.8326286565802,56.28157116830971,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,65.41872087559341,0.91,167.8326286565802,65.41872087559341,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,74.5558705828771,0.91,167.8326286565802,74.5558705828771,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,83.6930202901608,0.91,167.8326286565802,83.6930202901608,15.25615638306887,0.0,0.018,0.9139368614206986,0.003936861420698601
f_diesel,92.8301699974445,0.92,167.8326286565802,92.8301699974445,15.25615638306887,0.0,0.018,0.9146250059850812,-0.00537499401491881
f_diesel,101.9673197047282,0.92,167.8326286565802,101.9673197047282,15.25615638306887,0.0,0.018,0.9168466675498266,-0.0031533324501734628
f_diesel,111.1044694120119,0.92,167.8326286565802,111.1044694120119,15.25615638306887,0.0,0.018,0.9190683291145719,-0.0009316708854281153
f_diesel,120.24161911929554,0.92,167.8326286565802,120.24161911929554,15.25615638306887,0.0,0.018,0.9212899906793173,0.0012899906793172322
f_diesel,129.37876882657923,0.92,167.8326286565802,129.37876882657923,15.25615638306887,0.0,0.018,0.9235116522440626,0.0035116522440625797
f_diesel,138.51591853386293,0.93,167.8326286565802,138.51591853386293,15.25615638306887,0.0,0.018,0.9257333138088079,-0.004266686191192193
f_diesel,147.65306824114663,0.93,167.8326286565802,147.65306824114663,15.25615638306887,0.0,0.018,0.9279549753735532,-0.0020450246264468452
f_diesel,156.79021794843032,0.93,167.8326286565802,156.79021794843032,15.25615638306887,0.0,0.018,0.9301766369382986,0.00017663693829850224
f_diesel,165.92736765571402,0.93,167.8326286565802,165.92736765571402,15.25615638306887,0.0,0.018,0.9323982985030439,0.0023982985030438497
f_diesel,175.06451736299772,0.94,167.8326286565802,175.06451736299772,15.25615638306887,0.0,0.018,0.9346199600677892,-0.005380039932210701
f_diesel,184.20166707028145,0.94,167.8326286565802,184.20166707028145,15.25615638306887,0.0,0.018,0.9368416216325346,-0.003158378367465353
f_diesel,193.3388167775651,0.94,167.8326286565802,193.3388167775651,15.25615638306887,0.0,0.018,0.9390632831972799,-0.0009367168027200057
f_diesel,202.4759664848488,0.94,167.8326286565802,202.4759664848488,15.25615638306887,0.0,0.018,0.9412849447620253,0.0012849447620253418
f_diesel,211.6131161921325,0.94,167.8326286565802,211.6131161921325,15.25615638306887,0.0,0.018,0.9435066063267706,0.0035066063267706893
f_diesel,220.7502658994162,0.95,167.8326286565802,220.7502658994162,15.25615638306887,0.0,0.018,0.9457282678915159,-0.004271732108484083
f_diesel,229.8874156066999,0.95,167.8326286565802,229.8874156066999,15.25615638306887,0.0,0.018,0.9479499294562612,-0.0020500705437387357
f_diesel,239.0245653139836,0.95,167.8326286565802,239.0245653139836,15.25615638306887,0.0,0.018,0.9501715910210066,0.00017159102100661183
f_diesel,248.1617150212673,0.95,167.8326286565802,248.1617150212673,15.25615638306887,0.0,0.018,0.9523932525857519,0.0023932525857519593
f_diesel,257.298864728551,0.95,167.8326286565802,257.298864728551,15.25615638306887,0.0,0.018,0.9546149141504973,0.004614914150497307
f_diesel,266.4360144358347,0.96,167.8326286565802,266.4360144358347,15.25615638306887,0.0,0.018,0.9568365757152426,-0.0031634242847573546
f_diesel,275.5731641431184,0.96,167.8326286565802,275.5731641431184,15.25615638306887,0.0,0.018,0.959058237279988,-0.0009417627200120071
f_diesel,284.7103138504021,0.96,167.8326286565802,284.7103138504021,15.25615638306887,0.0,0.018,0.9612798988447333,0.0012798988447333404
f_diesel,293.8474635576858,0.96,167.8326286565802,293.8474635576858,15.25615638306887,0.0,0.018,0.9635015604094787,0.003501560409478688
f_diesel,302.9846132649695,0.96,167.8326286565802,302.9846132649695,15.25615638306887,0.0,0.018,0.965723221974224,0.005723221974224035
f_diesel,312.1217629722532,0.97,167.8326286565802,312.1217629722532,15.25615638306887,0.0,0.018,0.9679448835389692,-0.002055116461030737
f_diesel,321.2589126795369,0.97,167.8326286565802,321.2589126795369,15.25615638306887,0.0,0.018,0.9701665451037146,0.0001665451037146104
f_diesel,330.3960623868206,0.97,167.8326286565802,330.3960623868206,15.25615638306887,0.0,0.018,0.9723882066684599,0.002388206668459958
f_diesel,339.5332120941043,0.97,167.8326286565802,339.5332120941043,15.25615638306887,0.0,0.018,0.9746098682332053,0.004609868233205305
S_gasoline_lag,-19.77198122459403,0.88,167.8326286565802,161.24135002256978,-19.77198122459403,0.0,0.018,0.8770104185234077,-0.00298958147659234
S_gasoline_lag,-19.023686620251684,0.88,167.8326286565802,161.24135002256978,-19.023686620251684,0.0,0.018,0.8781693112798352,-0.001830688720164786
S_gasoline_lag,-18.275392015909343,0.88,167.8326286565802,161.24135002256978,-18.275392015909343,0.0,0.018,0.8793282040362628,-0.0006717959637372317
S_gasoline_lag,-17.527097411567,0.88,167.8326286565802,161.24135002256978,-17.527097411567,0.0,0.018,0.8804870967926903,0.00048709679269032247
S_gasoline_lag,-16.778802807224654,0.88,167.8326286565802,161.24135002256978,-16.778802807224654,0.0,0.018,0.8816459895491179,0.0016459895491178766
S_gasoline_lag,-16.03050820288231,0.88,167.8326286565802,161.24135002256978,-16.03050820288231,0.0,0.018,0.8828048823055453,0.00280488230554532
