scenario,data_scope,grid_step,LC_sum,LF_sum,LV_sum,LT_sum,LE_sum,Lpi_sum,weighted_LC,weighted_LF,weighted_LV,weighted_LT,weighted_LE,weighted_Lpi,total_loss,mean_alpha_gasoline,mean_alpha_diesel,mean_optimal_u_gasoline,mean_optimal_u_diesel,mean_historical_u_gasoline,mean_historical_u_diesel,n_events
consumer_priority,forecast_to_2026,0.01,-96.60652082945847,252.09378995307696,101.41978537480296,155.26037667127355,100.62295039945681,86.26485651337083,-28.98195624883754,35.29313059343075,14.198769952472404,21.736452733978282,14.087213055923943,12.077079911871907,68.41068999883974,0.5618677042801556,0.4901945525291828,-23.039711270719437,-19.3366780712247,12.976653696498055,12.587548638132295,257
