scenario,date,month,alpha_gasoline,alpha_diesel,optimal_u_gasoline,optimal_u_diesel,optimal_price_gasoline,optimal_price_diesel,S_gasoline,S_diesel,LC,LF,LV,LT,Lpi,LE,total_loss,f_gasoline,f_diesel,u_hist_gasoline,u_hist_diesel,historical_alpha_gasoline,historical_alpha_diesel,gasoline_price_after,diesel_price_after,grid_step
equal_weight,2016-01-27,2016-01-01,1.0,1.0,-325.7853861508645,-312.9340832286773,6599.214613849135,5657.065916771323,0.0,0.0,-1.5793484331186933,0.0,0.7728445787716282,0.0,0.032790765165278485,0.0,-0.20109592235445184,-325.7853861508645,-312.9340832286773,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,2016-02-15,2016-02-01,0.85,0.85,94.17751671034505,90.33923602537979,6693.39213055948,5747.405152796703,16.61956177241383,15.942218122125851,0.14602675928613823,0.022182659054824083,0.5778740321866271,0.020376964441844378,0.0,0.0,0.09173295211956793,110.79707848275888,106.28145414750564,0,0,0.0,0.0,6925,5970,0.05
equal_weight,2016-02-29,2016-02-01,1.0,1.0,56.10225768302926,54.00230941948396,6749.49438824251,5801.407462216187,11.633693240689688,11.159552685488087,0.05047246067965745,0.010869502936863796,0.017713330137186224,0.0,0.0,0.0,0.012812886464692447,56.10225768302926,54.00230941948396,0,0,0.0,0.0,6925,5970,0.05
equal_weight,2016-03-14,2016-03-01,0.9,0.9,257.0814657705114,247.2274335683731,7006.575854013021,6048.63489578456,36.7081925763174,35.28140172077201,1.0571527739481703,0.10882442211109926,0.40300317401252145,0.06033913378616656,0.0,0.0,0.2610372567734307,285.646073078346,274.69714840930345,0,0,0.0,0.0,6925,5970,0.05
equal_weight,2016-03-28,2016-03-01,1.0,1.0,148.44173955854455,142.81271674163784,7155.017593571565,6191.447612526198,25.69573480342217,24.696981204540407,0.3254643647560641,0.05332396683443861,0.1292898812208245,0.0,0.0,0.0,0.08111088780837294,148.44173955854455,142.81271674163784,0,0,0.0,0.0,6925,5970,0.05
equal_weight,2016-04-12,2016-04-01,0.95,0.95,-95.95279262601984,-92.16835548021969,7059.064800945545,6099.279257045979,12.936867382078674,12.436920765271978,-0.12974105927915802,0.013519446275771743,0.2220442320556089,0.0018835501825718343,0.0,0.0,0.0016235718978142922,-101.00293960633668,-97.019321558126,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,2016-04-27,2016-04-01,0.9,0.9,257.7026460193084,247.7675693783809,7316.767446964854,6347.04682642436,37.68943450293375,36.235574466621614,0.9643578689170312,0.11475644111893524,0.66391047261065,0.0606151344535536,0.0,0.0,0.2715423472691786,286.3362733547871,275.2972993093121,165,160,0.576245538390295,0.5811898641992522,7090,6130,0.05
equal_weight,2016-05-12,2016-05-01,1.0,1.0,175.09345093333127,168.4144579798299,7491.860897898185,6515.46128440419,26.38260415205363,25.364902126635144,0.4130621148483368,0.05624744101830813,0.15041574950250153,0.0,0.0,0.0,0.09951729500624625,175.09345093333127,168.4144579798299,120,115,0.6853483060636648,0.6828392370788792,7210,6245,0.05
equal_weight,2016-05-26,2016-05-01,0.95,0.95,181.85487674509537,174.86840316700093,7673.71577464328,6690.329687571191,28.03913220881097,26.959031655328857,0.423492438545075,0.06353677509402644,0.1397942469103693,0.006773854164933374,0.0,0.0,0.1028639768957632,191.4261860474688,184.0720033336852,210,200,1.097028595387286,1.0865313376170551,7420,6445,0.05
equal_weight,2016-06-09,2016-06-01,1.0,1.0,100.23322113792264,96.43735586995946,7773.948995781203,6786.767043441151,19.62739254616767,18.871322158730194,0.12211557439364215,0.031119094089257712,0.06287271085875659,0.0,0.007718381122344973,0.0,0.033869511412797634,100.23322113792264,96.43735586995946,110,110,1.097440536692302,1.14063683110857,7530,6555,0.05
