fuel_type,gamma1,gamma2,gamma3,intercept,alpha,w1_wti,w2_brent,w3_basket,MAE,RMSE,R2,n,k
gasoline,0.5768407600145631,0.09660931423282237,0.5441209430083251,-0.07631600032304924,1.2175710172557106,0.47376354384215497,0.07934593782510575,0.4468905183327393,48.11884059704756,65.13669013100164,0.9291238881244535,161,4
