variable,x_value,alpha_target,f_gasoline,f_diesel,S_diesel_lag,prev_u_diesel,cpi_yoy,alpha_fitted,residual
S_diesel_lag,28.033880865113574,0.92,167.8326286565802,161.24135002256978,28.033880865113574,0.0,0.018,0.9169127862479638,-0.003087213752036244
S_diesel_lag,28.679595936555103,0.92,167.8326286565802,161.24135002256978,28.679595936555103,0.0,0.018,0.9180575570788144,-0.0019424429211856165
S_diesel_lag,29.325311007996643,0.92,167.8326286565802,161.24135002256978,29.325311007996643,0.0,0.018,0.919202327909665,-0.0007976720903349888
S_diesel_lag,29.97102607943817,0.92,167.8326286565802,161.24135002256978,29.97102607943817,0.0,0.018,0.9203470987405157,0.00034709874051563894
S_diesel_lag,30.61674115087971,0.92,167.8326286565802,161.24135002256978,30.61674115087971,0.0,0.018,0.9214918695713663,0.0014918695713662666
S_diesel_lag,31.262456222321244,0.92,167.8326286565802,161.24135002256978,31.262456222321244,0.0,0.018,0.9226366404022169,0.0026366404022168943
S_diesel_lag,31.90817129376278,0.92,167.8326286565802,161.24135002256978,31.90817129376278,0.0,0.018,0.9237814112330676,0.003781411233067522
S_diesel_lag,32.55388636520432,0.93,167.8326286565802,161.24135002256978,32.55388636520432,0.0,0.018,0.9249261820639182,-0.005073817936081859
S_diesel_lag,33.19960143664586,0.93,167.8326286565802,161.24135002256978,33.19960143664586,0.0,0.018,0.9260709528947688,-0.0039290471052312315
S_diesel_lag,33.845316508087386,0.93,167.8326286565802,161.24135002256978,33.845316508087386,0.0,0.018,0.9272157237256194,-0.0027842762743806038
S_diesel_lag,34.49103157952892,0.93,167.8326286565802,161.24135002256978,34.49103157952892,0.0,0.018,0.9283604945564701,-0.001639505443529976
S_diesel_lag,35.13674665097046,0.93,167.8326286565802,161.24135002256978,35.13674665097046,0.0,0.018,0.9295052653873207,-0.0004947346126793484
S_diesel_lag,35.782461722411995,0.93,167.8326286565802,161.24135002256978,35.782461722411995,0.0,0.018,0.9306500362181713,0.0006500362181712793
S_diesel_lag,36.42817679385353,0.93,167.8326286565802,161.24135002256978,36.42817679385353,0.0,0.018,0.931794807049022,0.001794807049021907
S_diesel_lag,37.07389186529506,0.93,167.8326286565802,161.24135002256978,37.07389186529506,0.0,0.018,0.9329395778798726,0.0029395778798725347
S_diesel_lag,37.7196069367366,0.93,167.8326286565802,161.24135002256978,37.7196069367366,0.0,0.018,0.9340843487107232,0.004084348710723162
S_diesel_lag,38.36532200817813,0.94,167.8326286565802,161.24135002256978,38.36532200817813,0.0,0.018,0.9352291195415738,-0.004770880458426108
S_diesel_lag,39.01103707961967,0.94,167.8326286565802,161.24135002256978,39.01103707961967,0.0,0.018,0.9363738903724245,-0.00362610962757548
S_diesel_lag,39.656752151061205,0.94,167.8326286565802,161.24135002256978,39.656752151061205,0.0,0.018,0.9375186612032751,-0.0024813387967248524
S_diesel_lag,40.302467222502735,0.94,167.8326286565802,161.24135002256978,40.302467222502735,0.0,0.018,0.9386634320341257,-0.0013365679658742247
S_diesel_lag,40.94818229394427,0.94,167.8326286565802,161.24135002256978,40.94818229394427,0.0,0.018,0.9398082028649763,-0.00019179713502359697
S_diesel_lag,41.59389736538581,0.94,167.8326286565802,161.24135002256978,41.59389736538581,0.0,0.018,0.940952973695827,0.0009529736958270307
S_diesel_lag,42.23961243682734,0.94,167.8326286565802,161.24135002256978,42.23961243682734,0.0,0.018,0.9420977445266776,0.0020977445266776584
S_diesel_lag,42.88532750826888,0.94,167.8326286565802,161.24135002256978,42.88532750826888,0.0,0.018,0.9432425153575282,0.003242515357528286
S_diesel_lag,43.53104257971041,0.94,167.8326286565802,161.24135002256978,43.53104257971041,0.0,0.018,0.9443872861883789,0.004387286188378914
S_diesel_lag,44.176757651151945,0.95,167.8326286565802,161.24135002256978,44.176757651151945,0.0,0.018,0.9455320570192295,-0.004467942980770467
S_diesel_lag,44.82247272259348,0.95,167.8326286565802,161.24135002256978,44.82247272259348,0.0,0.018,0.9466768278500801,-0.0033231721499198397
S_diesel_lag,45.46818779403502,0.95,167.8326286565802,161.24135002256978,45.46818779403502,0.0,0.018,0.9478215986809307,-0.002178401319069212
S_diesel_lag,46.11390286547656,0.95,167.8326286565802,161.24135002256978,46.11390286547656,0.0,0.018,0.9489663695117814,-0.0010336304882185843
S_diesel_lag,46.75961793691808,0.95,167.8326286565802,161.24135002256978,46.75961793691808,0.0,0.018,0.950111140342632,0.00011114034263204342
S_diesel_lag,47.40533300835962,0.95,167.8326286565802,161.24135002256978,47.40533300835962,0.0,0.018,0.9512559111734826,0.0012559111734826711
