fuel_type,gamma1,gamma2,gamma3,intercept,alpha,w1_wti,w2_brent,w3_basket,MAE,RMSE,R2,n,k
diesel,0.5567132324693373,0.0926964125333925,0.5223455345126062,-0.003550484392768405,1.171755179515336,0.47511053691233207,0.07910902734113263,0.44578043574653536,46.55951606842106,62.65436828048324,0.9291823264498265,161,4
