date,weighted_oil_mean,filtered_oil_price,exchange_rate,previous_actual,theory_price,delta_p_theory,carry_before,stacked_change,delta_p_rule,carry_after,actual_change,actual_after,is_changed,is_special_regulated,rule_error,abs_rule_error
2020-03-18,31.753844000000008,40.0,7.0459,7870.0,6926.9324016,-943.0675984,0.0,-943.0675984,-943.0675984,0.0,-1015,6855,True,False,71.93240160000005,71.93240160000005
2020-03-31,23.059356,40.0,7.0808,6855.0,6940.4395392,85.43953919999967,0.0,85.43953919999967,85.43953919999967,0.0,0,6855,False,True,85.43953919999967,85.43953919999967
2020-04-15,21.584256000000003,40.0,7.0664,6855.0,6934.8663936,79.86639360000026,0.0,79.86639360000026,79.86639360000026,0.0,0,6855,False,True,79.86639360000026,79.86639360000026
2020-04-28,13.086056,40.0,7.0776,6855.0,6939.2010624,84.20106240000041,0.0,84.20106240000041,84.20106240000041,0.0,0,6855,False,True,84.20106240000041,84.20106240000041
2020-05-14,24.251114,40.0,7.0935,6855.0,6945.354744,90.35474400000021,0.0,90.35474400000021,90.35474400000021,0.0,0,6855,False,True,90.35474400000021,90.35474400000021
2020-05-28,31.130378,40.0,7.1447,6855.0,6965.1703728,110.17037280000022,0.0,110.17037280000022,110.17037280000022,0.0,0,6855,False,True,110.17037280000022,110.17037280000022
2020-06-11,37.634148,40.0,7.064,6855.0,6933.937536,78.93753600000036,0.0,78.93753600000036,78.93753600000036,0.0,0,6855,False,True,78.93753600000036,78.93753600000036
2020-06-29,39.538982000000004,40.0,7.0794,6855.0,6939.8977056,84.89770560000034,0.0,84.89770560000034,84.89770560000034,0.0,120,6975,True,False,-35.102294399999664,35.102294399999664
2020-07-11,42.856676,42.856676,6.999,6975.0,7102.233716084895,127.2337160848947,0.0,127.2337160848947,127.2337160848947,0.0,100,7075,True,False,27.233716084894695,27.233716084894695
2020-07-24,43.44415000000001,43.44415000000001,7.0168,7075.0,7149.499374238032,74.49937423803203,0.0,74.49937423803203,74.49937423803203,0.0,0,7075,False,False,74.49937423803203,74.49937423803203
2020-08-07,43.714051999999995,43.714051999999995,6.967,7075.0,7146.76010122787,71.76010122787011,0.0,71.76010122787011,71.76010122787011,0.0,0,7075,False,False,71.76010122787011,71.76010122787011
2020-08-22,44.686378000000005,44.686378000000005,6.9179,7075.0,7191.075259529605,116.07525952960532,0.0,116.07525952960532,116.07525952960532,0.0,85,7160,True,False,31.07525952960532,31.07525952960532
2020-09-04,44.376086,44.376086,6.8409,7160.0,7137.244791410876,-22.755208589123868,0.0,-22.755208589123868,0.0,-22.755208589123868,0,7160,False,False,0.0,0.0
2020-09-19,40.259114,40.259114,6.7675,7160.0,6836.151607034022,-323.84839296597784,-22.755208589123868,-346.6036015551017,-346.6036015551017,0.0,-315,6845,True,False,-31.603601555101704,31.603601555101704
