scenario,date,month,alpha_gasoline,alpha_diesel,optimal_u_gasoline,optimal_u_diesel,optimal_price_gasoline,optimal_price_diesel,S_gasoline,S_diesel,LC,LF,LV,Lpi,LE,total_loss,f_gasoline,f_diesel,u_hist_gasoline,u_hist_diesel,historical_alpha_gasoline,historical_alpha_diesel,gasoline_price_after,diesel_price_after,grid_step
equal_weight,2022-04-16,2022-04-01,0.0,0.0,-0.0,-0.0,16429.51555766917,15341.065477941127,-424.1338046234012,-408.96452899321514,0.0,0.0,0.0,0.0,0.020506052726772864,0.004101210545354573,-493.20476353637486,-475.6133656094491,-545,-530,1.1050177133169663,1.11435051729646,10335,9275,0.05
equal_weight,2022-04-29,2022-04-01,0.2,0.2,76.04558588325679,73.2289815409083,16505.561143552426,15414.294459482035,7.2886802966463335,6.640755868382556,2.2190925760101786e-05,0.0014242600430093393,0.03917615427163476,0.0,0.0409510894764356,0.016314738943367962,380.2279294162839,366.1449077045414,205,200,0.5391502941793642,0.5462318218594177,10540,9475,0.05
equal_weight,2022-05-17,2022-05-01,0.85,0.85,246.94562938621968,237.8478939104395,16752.506772938646,15652.142353392474,48.68071668757355,46.62168685676886,0.00023180216651074112,0.06717940959487376,0.32260564278719744,0.0,0.037395377559273635,0.08548244642157113,290.5242698661408,279.8210516593406,285,270,0.9809851690921171,0.9649023845736349,10825,9745,0.05
equal_weight,2022-05-31,2022-05-01,1.0,1.0,233.9090156883605,226.2302696187133,16986.415788627008,15878.372623011186,34.076501681301465,32.63518079973818,0.00020274684973043645,0.032917910701488105,0.21616453444217132,0.0,0.03452605845409911,0.0567622500894978,233.9090156883605,226.2302696187133,400,390,1.7100666206595656,1.7239072413134764,11225,10135,0.05
equal_weight,2022-06-15,2022-06-01,0.9,0.9,314.8658459746018,303.7723207050451,17301.281634601608,16182.144943716232,58.83864517408898,56.59710663815508,0.00035597161016601175,0.09860062111774948,0.4083304525729833,0.0,0.024284642110817135,0.10631433748234319,349.8509399717798,337.52480078338345,390,375,1.1147604749367224,1.1110294684409499,11615,10510,0.05
equal_weight,2022-06-29,2022-06-01,0.0,0.0,-0.0,-0.0,17301.281634601608,16182.144943716232,-249.6208623056773,-240.9474208490861,0.0,0.0,0.28322629714535064,0.0,0.017867654798521964,0.06021879038877452,-290.8079139275396,-280.56539549579463,-320,-310,1.1003827085659512,1.104911742419947,11295,10200,0.05
equal_weight,2022-07-13,2022-07-01,0.0,0.0,-0.0,-0.0,17301.281634601608,16182.144943716232,-390.1487880998676,-376.56500966838024,0.0,0.0,0.0,0.0,0.019707969819661386,0.003941593963932277,-215.41418448589351,-207.90181507402,-360,-345,1.6711991406655708,1.6594371717109275,10935,9855,0.05
equal_weight,2022-07-27,2022-07-01,0.0,0.0,-0.0,-0.0,17301.281634601608,16182.144943716232,-561.4340713763002,-541.9445079548991,0.0,0.0,0.0,0.0,0.021049850964410248,0.00420997019288205,-288.32991970639284,-278.34900118703297,-300,-290,1.0404747461015869,1.0418575197442088,10635,9565,0.05
equal_weight,2022-08-10,2022-08-01,0.0,0.0,-0.0,-0.0,17301.281634601608,16182.144943716232,-586.2460268350767,-565.7260921738805,0.0,0.0,0.0,0.0,0.017931173880899487,0.0035862347761798975,-193.24217687166663,-186.36493660545108,-130,-125,0.6727309850495724,0.6707270277167782,10505,9440,0.05
equal_weight,2022-08-24,2022-08-01,0.0,0.0,-0.0,-0.0,17301.281634601608,16182.144943716232,-519.3405566341291,-501.3485491491013,0.0,0.0,0.0,0.0,0.015896796565142056,0.0031793593130284114,-108.96833784957552,-105.34028462738496,-205,-200,1.8812804163626926,1.8986088817535496,10300,9240,0.05
equal_weight,2022-09-07,2022-09-01,0.0,0.0,0.0,0.0,17301.281634601608,16182.144943716232,-232.83770445056126,-225.27525146903434,0.0,0.0,0.0,0.0,0.005473651160913919,0.0010947302321827838,130.7006851933291,125.66873293533654,190,185,1.4537031670412202,1.4721243357740597,10490,9425,0.05
