scenario,data_scope,date,month,alpha_gasoline,alpha_diesel,optimal_u_gasoline,optimal_u_diesel,optimal_price_gasoline,optimal_price_diesel,S_gasoline,S_diesel,LC,LF,LV,LT,Lpi,LE,total_loss,f_gasoline,f_diesel,u_hist_gasoline,u_hist_diesel,historical_alpha_gasoline,historical_alpha_diesel,gasoline_price_after,diesel_price_after,grid_step
equal_weight,backtest_clean,2016-01-27,2016-01-01,1.0,1.0,-325.7853861508645,-312.9340832286773,6599.214613849135,5657.065916771323,0.0,0.0,-2.859778654659034,0.0,1.491931603529166,0.0,0.06715426911777199,0.0,-0.26013855640241923,-325.7853861508645,-312.9340832286773,0,0,-0.0,-0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-02-15,2016-02-01,0.59,0.59,65.37027630482774,62.70605794702833,6664.584890153963,5719.771974718351,45.42680217793114,43.575396200477314,0.12747346076600888,0.21697476861439002,0.9397300266284359,0.2540561395654841,0.0,0.0,0.256835651201767,110.79707848275888,106.28145414750564,0,0,0.0,0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-02-29,2016-02-01,1.0,1.0,56.10225768302926,54.00230941948396,6720.687147836992,5773.774284137835,31.798761524551786,30.502777340334113,0.09232288426622359,0.10631763662105106,0.026178627452347794,0.0,0.0,0.0,0.04496382966792449,56.10225768302926,54.00230941948396,0,0,0.0,0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-03-14,2016-03-01,0.78,0.77,222.80393700110986,211.51680427516365,6943.491084838102,5985.291088412999,85.10126914442239,84.53228827237368,1.4055591533710226,0.794299636154697,0.5600813126976271,0.513582273495229,0.0,0.0,0.5519880204446694,285.646073078346,274.69714840930345,0,0,0.0,0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-03-28,2016-03-01,1.0,1.0,148.44173955854455,142.81271674163784,7091.9328243966465,6128.103805154637,59.57088840109566,59.17260179066156,0.5918168012948221,0.38920682171580134,0.21101602898826063,0.0,0.0,0.0,0.2384079303997768,148.44173955854455,142.81271674163784,0,0,0.0,0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-04-12,2016-04-01,0.0,0.0,-0.0,-0.0,7091.9328243966465,6128.103805154637,-59.30331772556973,-55.598500304662906,0.0,0.0,0.13060641812786616,1.2579284474623573,0.0,0.0,0.026121283625573234,-101.00293960633668,-97.019321558126,0,0,-0.0,-0.0,6925,5970,0.01
equal_weight,backtest_clean,2016-04-27,2016-04-01,0.63,0.62,180.3918522135159,170.6843255717735,7272.324676610162,6298.78813072641,64.43209873337241,65.69402352427457,0.8180187229464714,0.4701931393050585,0.44964736148984547,1.4289201126533793,0.0,0.0,0.34757184474827507,286.3362733547871,275.2972993093121,165,160,0.576245538390295,0.5811898641992522,7090,6130,0.01
equal_weight,backtest_clean,2016-05-12,2016-05-01,0.97,0.97,169.84064740533134,163.362024240435,7442.165324015494,6462.150154966845,50.355272641360614,51.03825020638709,0.7026079748068242,0.2854190073693394,0.23566692659018584,0.0034074997127038803,0.0,0.0,0.2447387817532699,175.09345093333127,168.4144579798299,120,115,0.6853483060636648,0.6828392370788792,7210,6245,0.01
equal_weight,backtest_clean,2016-05-26,2016-05-01,0.92,0.92,176.1120911636713,169.34624306699038,7618.2774151791655,6631.496398033835,50.562785732749944,50.45253541116577,0.7188308483068633,0.28221038939166965,0.2530273338116406,0.028953015582274026,0.0,0.0,0.2508137143020347,191.4261860474688,184.0720033336852,210,200,1.097028595387286,1.0865313376170551,7420,6445,0.01
equal_weight,backtest_clean,2016-06-09,2016-06-01,1.0,1.0,100.23322113792264,96.43735586995946,7718.510636317088,6727.933753903795,35.39395001292496,35.316774787816044,0.2212784751702537,0.13807021984724344,0.11601311931249426,0.0,0.015414717365335562,0.0,0.0950723628659983,100.23322113792264,96.43735586995946,110,110,1.097440536692302,1.14063683110857,7530,6555,0.01
equal_weight,backtest_clean,2016-06-23,2016-06-01,0.0,0.0,0.0,0.0,7718.510636317088,6727.933753903795,24.775765009047472,24.721742351471228,0.0,0.06765440772514927,0.05955352575764438,0.0,0.015414717365335562,0.0,0.028524530169625847,0.0,0.0,0,0,,,7530,6555,0.01
equal_weight,backtest_clean,2016-07-07,2016-07-01,0.0,0.0,0.0,0.0,7718.510636317088,6727.933753903795,17.34303550633323,17.305219646029858,0.0,0.033224802186832596,0.0,0.0,0.06715426911777199,0.0,0.00664496043736652,0.0,0.0,0,0,,,7530,6555,0.01
equal_weight,backtest_clean,2016-07-22,2016-07-01,0.97,1.0,-153.1396298731782,-151.48740361888989,7565.37100644391,6576.446350284905,7.403847641860722,12.113653752220898,-0.521748718088563,0.012436197826715782,0.3412913479311735,0.0011563925954173808,0.06715426911777199,0.0,-0.02017338064258037,-157.87590708575073,-151.48740361888989,-155,-150,0.98178374940903,0.9901813379637037,7375,6405,0.01
equal_weight,backtest_clean,2016-08-05,2016-08-01,1.0,1.0,-222.03765488860589,-213.3250115912218,7343.333351555304,6363.121338693683,5.182693349302497,8.479557626554623,-1.1028028236618668,0.0060648827769134135,0.4274631394046789,0.0,0.386382979664885,0.0,-0.1338549602960549,-222.03765488860589,-213.3250115912218,-220,-215,0.9908229309590386,1.0078518144510304,7155,6190,0.01
equal_weight,backtest_clean,2016-08-19,2016-08-01,0.68,0.7,86.49206296382314,85.6493905524828,7429.825414519127,6448.770729246166,44.33003262160497,42.64257200393803,0.18529771345047255,0.20740570583735465,0.6320379425494201,0.1903044264699225,0.386382979664885,0.0,0.2822248683004265,127.19421024091638,122.35627221783258,175,170,1.3758487879954244,1.3893852511079008,7330,6360,0.01
equal_weight,backtest_clean,2016-09-02,2016-09-01,0.86,0.85,197.23604570716276,187.38782498443027,7627.0614602262895,6636.158554230597,63.13921632233604,62.91824010589136,0.8928569581783791,0.4399376937116719,0.38158416389060495,0.1382583046000798,0.0031421125036630144,4.848003718912676e-05,0.34288545916356905,229.34423919437532,220.456264687565,205,200,0.89385284199904,0.9072094198976108,7535,6560,0.01
equal_weight,backtest_clean,2016-09-19,2016-09-01,0.0,0.0,-0.0,-0.0,7627.0614602262895,6636.158554230597,-102.72286157521859,-97.01269035160439,0.0,0.0,0.22721498688672304,2.659941976920997,0.0031421125036630144,0.016108576113733918,0.0486647126000914,-146.9203130008538,-141.05545842572835,-155,-150,1.0549936685684793,1.0634115239076787,7380,6410,0.01
equal_weight,backtest_clean,2016-09-30,2016-09-01,0.0,0.0,0.0,0.0,7627.0614602262895,6636.158554230597,-71.906003102653,-67.90888324612307,0.0,0.0,0.0,0.0,0.0031421125036630144,0.04447430903364253,0.009523284307461109,0.0,0.0,0,0,,,7380,6410,0.01
equal_weight,backtest_clean,2016-10-20,2016-10-01,0.64,0.64,226.1965331817556,217.5280880764964,7853.257993408045,6853.686642307093,76.9013477428804,74.82333127074307,1.1268641073703731,0.633089035782096,0.7201909462367823,1.9988293794625729,0.0,0.00012699988986248877,0.4960542178558228,353.4320830964931,339.8876376195256,355,340,1.0044362608220794,1.000330586841173,7735,6750,0.01
equal_weight,backtest_clean,2016-11-02,2016-11-01,0.0,0.0,-0.0,-0.0,7853.257993408045,6853.686642307093,-1.9681993170867358,-1.128379910740236,0.0,0.0,0.30309404643588655,0.38310409824853153,0.0,0.0,0.06061880928717731,-55.79914273710302,-53.50471180026038,0,0,-0.0,-0.0,7735,6750,0.01
equal_weight,backtest_clean,2016-11-17,2016-11-01,1.0,1.0,-284.2294865125539,-272.9682691056422,7569.028506895491,6580.718373201451,-1.3777395219607342,-0.7898659375181865,-1.6717584374891343,0.0,1.1353492761136463,0.0,0.0,0.0,-0.10728183227509763,-284.2294865125539,-272.9682691056422,-365,-355,1.2841735897231712,1.3005174600078167,7370,6395,0.01
equal_weight,backtest_clean,2016-12-01,2016-12-01,0.64,0.65,82.18529945130908,80.25390600939474,7651.2138063468,6660.972279210846,45.26481327598884,42.66073554110365,0.15428103034215157,0.21111767317816582,0.8536654660042166,0.2553562024772454,0.0,0.0,0.2438128339049068,128.41453039267043,123.46754770676112,175,170,1.3627741305043821,1.3768800235974132,7545,6565,0.01
equal_weight,backtest_clean,2016-12-15,2016-12-01,0.04,0.03,16.186715963224835,11.666179877652826,7667.400522310025,6672.638459088499,420.16655241058817,407.0689975895473,0.004144426412432627,3.765941984799191,0.0299183370779137,3.142586158253818,0.0,0.0,0.7600009496579074,404.6678990806208,388.87266258842754,435,420,1.0749555400571476,1.0800450646347357,7980,6985,0.01
equal_weight,backtest_clean,2016-12-29,2016-12-01,0.04,0.02,3.108497340832449,1.494289406185145,7670.509019650857,6674.132748494684,368.72052286739046,358.16847921575516,0.0001106922481225065,3.765941984799191,0.0008526966099046705,0.7038878176023596,0.0,0.0,0.7533810747314437,77.71243352081123,74.71447030925725,100,95,1.2867953745550924,1.2715073747665897,8080,7080,0.01
equal_weight,backtest_clean,2017-01-13,2017-01-01,0.0,0.0,0.0,0.0,7670.509019650857,6674.132748494684,258.1043660071733,250.71793545102858,0.0,3.765941984799191,3.236444257425059e-05,0.0,0.0,0.0,0.753194869848353,0.0,0.0,70,70,,,8150,7150,0.01
