scenario,data_scope,date,month,alpha_gasoline,alpha_diesel,optimal_u_gasoline,optimal_u_diesel,optimal_price_gasoline,optimal_price_diesel,S_gasoline,S_diesel,LC,LF,LV,LT,Lpi,LE,total_loss,f_gasoline,f_diesel,u_hist_gasoline,u_hist_diesel,historical_alpha_gasoline,historical_alpha_diesel,gasoline_price_after,diesel_price_after,grid_step
equal_weight,backtest_clean,2016-01-27,2016-01-01,1.0,1.0,-325.7853861508645,-312.9340832286773,6599.214613849135,5657.065916771323,0.0,0.0,-2.859778654659034,0.0,1.491931603529166,0.0,0.06715426911777199,0.0,-0.35347922904451046,-325.7853861508645,-312.9340832286773,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-02-15,2016-02-01,0.85,0.8,94.17751671034505,85.02516331800452,6693.39213055948,5742.091080089327,16.61956177241383,21.256290829501125,0.2456208157370515,0.04250897746271115,1.094864740962883,0.049131061378454716,0.0,0.0,0.17019342792036743,110.79707848275888,106.28145414750564,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-02-29,2016-02-01,0.95,1.0,53.297144798877795,54.00230941948396,6746.689275358358,5796.093389508811,14.43880612484115,14.87940358065078,0.0882632635821263,0.02393451903375852,0.03238399240715688,0.0004147140849003331,0.0,0.0,0.023508648646857012,56.10225768302926,54.00230941948396,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-03-14,2016-03-01,0.9,0.85,257.0814657705114,233.49257614790793,7003.770741128869,6029.585965656719,38.67177159522339,51.62015476785109,1.759145760982856,0.24502941431171307,0.7285716299900055,0.17291872687529386,0.0,0.0,0.4647340653895759,285.646073078346,274.69714840930345,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-03-28,2016-03-01,0.95,1.0,141.01965258061733,142.81271674163784,7144.790393709487,6172.398682398357,34.4923270945836,36.134108337495746,0.5614049126727179,0.13946380650379653,0.23654103675136098,0.002903355249045548,0.0,0.0,0.15033307707173688,148.44173955854455,142.81271674163784,0,0,0.0,0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-04-12,2016-04-01,0.95,0.95,-95.95279262601984,-92.16835548021969,7048.837601083467,6080.2303269181375,19.094481985891676,20.44290975834072,-0.23239955164223589,0.04393976944622836,0.41965263540057424,0.003144821118655902,0.0,0.0,0.008608570546134137,-101.00293960633668,-97.019321558126,0,0,-0.0,-0.0,6925,5970,0.05
equal_weight,backtest_clean,2016-04-27,2016-04-01,0.9,0.9,257.7026460193084,247.7675693783809,7306.5402471027755,6327.997896296519,41.99976472560286,41.83976676176971,1.727544947999052,0.1941271665107325,1.2817439940650794,0.10120448819524426,0.0,0.0,0.49229218789341306,286.3362733547871,275.2972993093121,165,160,0.576245538390295,0.5811898641992522,7090,6130,0.05
equal_weight,backtest_clean,2016-05-12,2016-05-01,0.95,0.95,166.3387783866647,159.9937350808384,7472.87902548944,6487.991631377357,38.15450785458856,37.708559632230305,0.6676925033760105,0.1588052391632684,0.2749852988171451,0.009465276979733019,0.0,0.0,0.17797187339513668,175.09345093333127,168.4144579798299,120,115,0.6853483060636648,0.6828392370788792,7210,6245,0.05
equal_weight,backtest_clean,2016-05-26,2016-05-01,0.95,0.95,181.85487674509537,174.86840316700093,7654.733902234536,6662.860034544358,36.27946480058543,35.599591909245476,0.7603097041378782,0.14232348032024733,0.27097303170258646,0.011309771711825782,0.0,0.0,0.1916070352808499,191.4261860474688,184.0720033336852,210,200,1.097028595387286,1.0865313376170551,7420,6445,0.05
equal_weight,backtest_clean,2016-06-09,2016-06-01,1.0,1.0,100.23322113792264,96.43735586995946,7754.967123372458,6759.297390414318,25.395625360409795,24.919714336471827,0.21919084242273698,0.06965174592627375,0.12136897246814832,0.0,0.01549189148453931,0.0,0.06412856314963677,100.23322113792264,96.43735586995946,110,110,1.097440536692302,1.14063683110857,7530,6555,0.05
