fuel,n,mae_raw_tree,rmse_raw_tree,r2_raw_tree,mae_rounded_rule,rmse_rounded_rule,r2_rounded_rule
gasoline,176,0.05354927624874859,0.09094842645775142,0.21927840301717016,0.05426136363636363,0.09171658420472176,0.20603463406072675
diesel,175,0.036078396687005014,0.059619502981207155,0.47428356243521796,0.03731428571428572,0.061388691373667745,0.44261971270496225
